order_id,merchant_id,amount,hour_of_day,device_age_days,customer_account_age_days,ip_country_mismatch,billing_shipping_mismatch,velocity_txns_last_hour,amount_vs_customer_avg_ratio,payment_method_risk_score,cod_to_prepaid_flip,new_payment_instrument,failed_attempts_before_success,is_fraud
order_002356,merch_006,3961.341608836665,12,54.69824129569915,73.2270680633442,0,0,0,1.35946706479764,0.22706917576696714,0,0,0,0
order_002357,merch_009,4623.644864955039,12,5.8770987245349815,0.0,0,0,5,5.387311434109964,0.5669527897068045,1,1,3,0
order_002358,merch_010,422.62034844281675,12,145.10198121655327,0.0,0,1,0,0.7857388686360263,0.10723779671187969,0,0,1,0
order_002359,merch_005,819.6863467540581,11,241.27512835417548,43.04062740023301,0,0,1,1.0194026751792544,0.5486179978142297,0,0,0,0
order_002360,merch_003,619.7237896017283,11,251.53374665656096,199.33953286397062,0,1,0,1.3339236600122142,0.17997072193439395,0,0,0,0
order_002361,merch_008,1203.381525770084,12,242.34943652460225,310.2541136947168,0,1,1,0.8878288846364195,0.03455597597542967,0,0,0,0
order_002362,merch_004,214.18926220163883,9,36.44497059155004,178.13101442000055,0,0,0,0.6199159586913688,0.06634247486929709,0,0,0,0
order_002363,merch_006,2259.447681503416,21,57.06685903742239,216.18734536838437,0,0,0,0.5807738870266319,0.24336450642818375,0,0,1,0
order_002364,merch_010,545.9663969255815,19,8.067142722014712,113.15155947735379,0,0,0,1.2642534657246274,0.11525455801086276,0,0,2,0
order_002365,merch_009,253.22777009732627,19,128.3439159461409,160.83633774054042,0,0,1,0.8151994979250301,0.35602880284909133,0,0,0,0
order_002366,merch_002,455.3560572865123,14,37.736952060430305,537.2968244962251,0,0,0,1.4682859590898705,0.2202846819750459,0,0,0,0
order_002367,merch_007,50.0,11,61.727007700380554,70.37135458266616,0,1,0,2.70068350040538,0.2474170767941524,0,0,0,0
order_002368,merch_003,7994.325198373801,9,456.83329428916426,66.0675586897319,0,0,1,1.3004881563843065,0.02548030197825256,0,0,0,0
order_002369,merch_007,193.7683446479286,17,59.62358098149924,134.30301666558302,0,0,0,1.2789718140050228,0.3475995794309028,0,0,0,0
order_002370,merch_019,579.848052284673,14,0.0,50.45871198123294,0,0,2,1.7098476844535735,0.20238324075347555,0,0,1,0
order_002371,merch_005,931.970602576033,7,290.6888384140334,131.45460674009385,0,0,0,0.8371680828807903,0.3329234289425533,0,0,0,0
order_002372,merch_018,192.1875408476985,18,26.45693197894327,60.46344622163852,1,0,0,0.572802568767606,0.5184333611252243,0,0,1,0
order_002373,merch_013,2825.884532946033,9,630.4916785043174,587.5244938046059,0,1,0,0.3631050879298908,0.17541479833104134,0,0,0,0
order_002374,merch_016,2161.500641184106,23,26.042818300987832,0.0,0,0,4,6.637683623753628,0.7045531624322297,0,0,1,0
order_002375,merch_007,1640.9437646444146,13,300.16445268130747,43.823853101530425,0,1,0,1.513326831130923,0.06653474442216538,0,0,0,0
order_002376,merch_018,486.1279137037214,12,315.0334514088804,218.84391420166716,0,0,0,1.8118617489822295,0.17519657002806724,0,0,0,0
order_002377,merch_001,1018.7490848277062,13,27.064772095693314,242.44584129362693,0,0,0,2.431641710225635,0.3912639993118857,0,0,1,0
order_002378,merch_001,396.1830521662059,5,43.070765283818716,358.85835551986327,0,1,0,1.0341522588995709,0.04176465797390106,0,0,0,0
order_002379,merch_006,1840.801170876678,11,95.43287083024917,147.6463483612442,0,0,0,1.2033318585743276,0.2686339261187245,0,0,0,0
order_002380,merch_010,572.7064068632027,17,25.925448482376723,123.14066230743695,0,0,0,1.0492977497736162,0.27659216611418036,0,0,0,0
order_002381,merch_004,392.2067531687925,8,107.11695701510823,450.2274821534356,0,0,1,0.7123103106725651,0.35349870857052906,0,0,0,0
order_002382,merch_001,328.8004729249608,11,56.81581972107786,301.83219100680225,0,0,0,1.036891300864928,0.20614456232553882,1,0,1,0
order_002383,merch_007,629.8990247525074,12,84.70783996934993,270.3307323754304,0,0,0,2.5543568804702796,0.07882424462962388,0,0,1,0
order_002384,merch_014,1301.9057158567036,19,192.7555766848362,116.88549282459412,0,0,0,0.6517910171757885,0.1850367812594946,0,1,0,0
order_002385,merch_001,701.1976156935722,14,190.35717949026593,58.291081996485865,0,1,2,1.1664120682608605,0.18218204142230496,0,0,0,0
order_002386,merch_008,411.31472588143777,12,233.41632902282228,68.02563300990575,0,0,1,1.60590191363253,0.2155540067477663,0,0,2,0
order_002387,merch_017,678.6669927224818,8,244.9454066666143,161.96554965556018,0,0,0,0.7009606337599686,0.25356378930052803,0,0,0,0
order_002388,merch_005,457.7913138177495,10,121.74157248574424,86.8842074768569,0,0,0,0.8665984994682685,0.2555614293445987,0,0,2,0
order_002389,merch_006,199.52600732997564,20,26.77050194195492,152.43980723243862,0,1,0,1.2659797208656622,0.08826748030844109,0,0,0,0
order_002390,merch_020,1029.1443237719172,11,77.20711308954667,460.8615786584796,0,0,0,0.7486132707150758,0.13179924323838807,0,0,0,0
order_002391,merch_002,689.8535790814216,10,294.9403060743544,67.7413902900824,0,0,0,0.8075245192842203,0.08842134796940637,0,0,1,0
order_002392,merch_009,659.5165026830058,11,73.63735566884272,61.43418821118437,0,0,1,1.1713605007238945,0.23736028863235784,0,0,1,0
order_002393,merch_013,346.8168300946278,16,299.4275401858062,375.0467348974394,0,0,0,1.0249768414869718,0.10748931176366394,0,1,1,0
order_002394,merch_013,962.1947494262,12,275.06447114438885,293.66509709170725,0,0,0,2.1216316453291286,0.3795814645535924,0,1,0,0
order_002395,merch_006,5537.541345004457,3,0.0,0.0,0,1,1,3.981562255988735,0.5135450354629862,0,0,2,0
order_002396,merch_006,344.81857787158367,16,432.38994017140334,1372.0000784579065,0,0,0,0.6855669046224556,0.050633661772391814,0,0,0,0
order_002397,merch_003,142.41629010884387,19,0.0,569.6622229251349,0,0,0,0.8430870810326551,0.1138076958399851,0,0,0,0
order_002398,merch_010,496.12247809263283,7,135.41849682760994,40.1562711392522,0,0,0,0.5770312631834634,0.1305387644394013,0,0,0,0
order_002399,merch_010,50.0,10,308.5579336598753,138.872362289527,0,0,0,0.934472270245257,0.2819891400493334,1,0,0,0
order_002400,merch_009,1914.1610251190295,8,256.4511684901083,642.4809938443652,0,0,0,0.6068547682384557,0.04199185558910341,0,0,1,0
order_002401,merch_012,468.10473262136077,11,494.0531481130789,0.0,0,0,1,1.350888966304725,0.07708359058106537,0,0,0,0
order_002402,merch_008,1684.9708826222197,18,95.50159560818025,222.4613049820219,0,1,0,2.33563957572269,0.14315063502531317,0,0,0,0
order_002403,merch_020,322.28995825495855,1,175.55715671640237,309.60602499658995,0,1,0,0.9086073204596838,0.17108628520887276,1,0,1,0
order_002404,merch_004,136.50659139260299,11,9.46021653378985,1664.738866326113,0,0,0,1.8881588350414915,0.24284435685382214,0,0,1,0
order_002405,merch_006,430.1937693775661,15,188.31119858918933,409.1907371462179,0,0,1,2.3821259211368098,0.2051239395160627,0,1,1,0
order_002406,merch_018,50.0,10,34.7720113803313,57.66938696742672,0,0,1,1.5251620688235228,0.011701208764470514,0,0,0,0
order_002407,merch_011,1667.880945334382,23,11.532933674912854,651.4484345079659,0,0,0,0.7736132333667386,0.3348273235062323,0,0,0,0
order_002408,merch_017,453.72307813912664,15,77.28348175741786,232.36421933909807,0,0,0,0.7373400123346817,0.19120348824522396,0,0,0,0
order_002409,merch_009,2837.2023027413707,14,407.6995188922448,533.2542094255232,0,0,0,1.0122168342108626,0.04286415231897577,0,0,0,0
order_002410,merch_004,524.3406298990354,12,145.2593177858182,244.12531402758063,0,0,1,0.6863664717811823,0.09009986920282441,0,0,0,0
order_002411,merch_008,466.63835744670814,17,46.526105356426385,96.76906017800607,0,0,0,1.0100671394717518,0.3716728446854551,0,0,1,0
order_002412,merch_017,386.59534670444896,10,54.12248434767233,549.8264108234125,0,0,0,0.9580469319973866,0.27823919848705225,0,0,0,0
order_002413,merch_007,1034.7177043644062,2,644.8215805373454,252.37338834051323,0,0,1,2.3967896402587088,0.17301062076746077,1,0,0,0
order_002414,merch_015,1902.1161069350628,17,225.74647175225402,23.888372352105442,0,0,0,0.9112438046865305,0.12805653016649374,0,0,1,0
order_002415,merch_002,507.37337070551393,20,151.19556011394593,463.32094646882103,0,0,1,0.6757836594259075,0.3570324834934099,0,0,0,0
order_002416,merch_018,2084.997175343682,11,59.197160448955124,399.17764342518245,0,0,0,0.42349588469661037,0.13855458201536333,0,0,0,0
order_002417,merch_010,4808.992733053874,12,130.49827919919247,160.03071815015682,0,0,1,0.8794597632781961,0.13666245968663923,0,0,0,0
order_002418,merch_016,1314.6159320653067,13,324.1153454609847,30.02542544895699,0,0,1,0.9427849746503856,0.026444198778663424,0,0,0,0
order_002419,merch_009,217.01885150253958,20,417.43878285952707,8.654661169086392,0,0,0,0.6543554354058967,0.04349978608231956,0,0,1,0
order_002420,merch_007,984.2653296923775,17,56.285797862469764,715.5926855014734,0,0,0,1.1892705294032806,0.28118637521995454,0,0,0,0
order_002421,merch_002,295.94262154735344,1,343.4134053690469,571.9168946691208,0,0,0,0.7809307023102907,0.05183148915054059,0,0,0,0
order_002422,merch_004,738.1472819377258,18,31.721270031602955,438.35906495071333,0,0,0,0.2322534875401245,0.28055756731309883,0,0,0,0
order_002423,merch_009,404.66061461557143,15,64.84934180874507,417.19172753455354,0,0,0,0.9942909251427288,0.08837823637490078,0,0,1,0
order_002424,merch_008,432.3692267057095,16,0.0,751.6756607701761,0,0,0,0.9320781463375081,0.08035099926247118,0,0,0,0
order_002425,merch_003,364.55589110810786,16,91.45799820185633,531.5032217852273,0,0,0,1.2821716035662671,0.550289340721506,0,0,0,0
order_002426,merch_018,1223.470251638017,14,205.40020486675084,248.009921691391,0,0,0,0.8683299453253771,0.26541142030493114,0,0,0,0
order_002427,merch_006,1006.7758920647443,12,0.0,74.13656837788483,0,0,0,1.0932181108358598,0.1527811007539667,0,0,0,0
order_002428,merch_014,621.9062604213221,15,203.41946671168952,470.8673922051259,0,0,0,0.8207738544104719,0.43262493700750565,0,1,0,0
order_002429,merch_005,812.6133571172159,13,35.931489422530674,0.0,0,1,0,0.910331526755595,0.06952155018665249,0,0,1,0
order_002430,merch_018,730.8076712354463,22,117.08273885010126,235.61088273618432,0,0,2,1.3605152786657364,0.08372702997645178,0,0,0,0
order_002431,merch_004,3236.7923833784857,17,7.471604342385294,13.521806619886608,1,0,2,2.8357348501057,0.6348282983772423,1,0,5,1
order_002432,merch_014,1349.117794150672,23,15.672449251428755,309.99244970816767,0,0,0,0.7831714082212569,0.5445781999611218,0,0,0,0
order_002433,merch_018,526.8323559764284,14,698.7193975264687,145.64878653829172,0,0,0,1.2462534099618907,0.2939694776126175,0,1,0,0
order_002434,merch_011,328.10893659437403,19,56.92035791980891,85.26786992999189,0,0,0,0.927067815942574,0.20647790890948772,0,0,1,0
order_002435,merch_007,418.8067382768337,7,76.22520538606662,1.6574694608228455,0,0,0,0.8272514012392537,0.05376565985552283,0,0,0,0
order_002436,merch_019,221.25703896868652,13,79.42421455534634,96.04971945382889,0,0,0,0.741356961486135,0.16656909177310703,0,0,2,0
order_002437,merch_019,683.601681467615,21,64.29924451490687,20.083357377474922,0,0,1,1.352784206363134,0.2698822388140878,0,0,0,0
order_002438,merch_018,125.10376388647012,12,1.9586810212772037,22.819573909004546,0,0,1,0.5911109685722107,0.2482824187845835,0,0,0,0
order_002439,merch_020,1126.0644461474144,21,68.47306048090147,0.0,0,0,0,1.5828387496486576,0.26776543893405147,0,0,0,0
order_002440,merch_001,1089.1904004784471,9,233.2547664999636,2.4836728286114322,0,0,0,0.5092614412924055,0.08425262550947987,0,0,0,0
order_002441,merch_008,1053.8098460704932,11,10.16621262329522,776.1091845412557,0,0,0,0.6917651452473506,0.1819993958171592,0,0,0,0
order_002442,merch_005,2155.683211295175,8,197.02254912522264,413.46165704170994,1,0,0,1.4114883866608074,0.18229727599994963,0,0,0,0
order_002443,merch_004,2994.1415787702217,10,87.75832185493351,256.02325454704,0,0,1,1.084778041766858,0.3410964394290492,0,0,0,0
order_002444,merch_019,4166.017161883383,18,50.2911923359199,646.1518044338112,0,1,0,1.032530589062005,0.25150014060307885,0,0,0,0
order_002445,merch_003,563.4088640967547,13,286.7795125717459,631.703563640382,0,0,1,0.85381676728664,0.1248622591970299,1,1,0,0
order_002446,merch_011,1087.7404768932004,11,21.443465452735428,539.4640547939971,0,0,0,2.1416021276006623,0.22453890205722868,0,0,0,0
order_002447,merch_007,269.16355409614926,19,1055.497010559861,396.27416854085845,0,0,0,0.927287596520499,0.3006897182812743,0,1,0,0
order_002448,merch_020,130.8830762644925,14,190.72242943083012,421.6937030739419,0,0,0,1.780958625706903,0.1155061249787494,0,0,1,0
order_002449,merch_012,2402.6858286009415,16,331.2790344619977,107.22120913066034,0,0,1,1.562126732527514,0.05241288682599736,1,0,1,0
order_002450,merch_006,394.91512897491475,18,287.9700966904417,126.31230530661193,1,1,0,1.300276761252552,0.12156870429504593,0,0,0,0
order_002451,merch_008,1481.7088695517846,8,143.4319496021098,573.674073201502,0,0,0,0.7913926966122207,0.17068216542469322,0,0,0,0
order_002452,merch_018,843.1242158295839,9,443.0278374312953,869.6382222641408,0,0,0,0.9177206450243481,0.4455890413447032,0,0,0,0
order_002453,merch_015,184.05321856772414,18,69.82575381398165,481.62366609337204,0,0,0,1.1851605941530803,0.24178797420462098,0,0,0,0
order_002454,merch_009,720.86147370704,10,122.04359134691423,140.5723128700974,0,1,0,0.9998259609645374,0.2534060611473921,0,1,0,0
order_002455,merch_002,4923.6673355603025,22,4.897646062518799,23.115098629287044,1,0,6,4.263278350451357,0.5009433069684955,0,1,2,1
order_002456,merch_019,682.1395645368865,14,131.97727087250883,417.9121237456851,0,1,0,1.0722960804916521,0.3530222233265871,0,0,1,0
order_002457,merch_001,50.0,19,14.40996009744172,0.0,0,0,0,2.05541261559558,0.0404875669265863,0,1,0,0
order_002458,merch_015,402.9877741446712,13,25.495137505412778,609.6133299001165,0,1,0,0.9039686018337724,0.4323399957165775,1,0,0,0
order_002459,merch_001,768.9224412372985,23,473.1997822694829,236.04301841747085,0,0,0,1.4404081429982463,0.17020689249329174,0,1,1,0
order_002460,merch_009,6722.494841357066,15,570.4233762304465,469.82525218969874,0,0,0,1.8401428646214297,0.23897275504053017,0,0,1,0
order_002461,merch_011,998.8970381898952,12,98.1387712082618,89.69298863495554,0,0,1,1.224398173905885,0.11236168534552354,0,0,0,0
order_002462,merch_013,50.0,23,989.2635614039852,174.69295011372742,0,0,0,1.2762408023307945,0.12876221637132015,0,0,1,0
order_002463,merch_010,1593.1072501290882,18,30.716679367271844,143.9706079911052,0,0,2,0.7963750141223183,0.1001414009044122,0,0,2,0
order_002464,merch_019,1252.8779248226044,12,647.9388909480135,380.29953873967713,0,0,0,0.6187972610431599,0.3109129183494964,0,0,0,0
order_002465,merch_015,768.9355307522765,16,26.700598426655183,87.84423885334633,0,0,0,1.4067128914044202,0.13670177681625442,0,1,1,0
order_002466,merch_019,415.0879447559619,10,231.99404517817558,84.59322107255173,0,0,0,0.4119832184785787,0.31807691434227703,0,0,0,0
order_002467,merch_016,380.12196741614764,16,2.9768989948696998,69.89891815165196,0,0,1,0.7766531508467139,0.3311413996690231,0,1,2,0
order_002468,merch_020,50.0,10,108.6690898150356,72.43172651518879,1,1,0,0.9802432687648202,0.3893423094688838,0,0,0,0
order_002469,merch_014,2722.9267254379574,13,2.3141355254855576,468.27175343438216,0,0,0,0.6720371916414581,0.07346861088041422,0,0,0,0
order_002470,merch_020,1260.6254750455926,17,61.26579222951353,616.8029864057006,0,1,0,1.3768867665507922,0.20666564457120903,0,0,0,0
order_002471,merch_015,3440.3165217955093,11,481.9893151564435,192.60571347522446,0,0,1,1.105754150457347,0.3999876023701826,0,1,1,0
order_002472,merch_018,1595.2448189341067,13,155.8068033681067,605.0260517495274,0,1,0,0.95171938795955,0.29709754595825183,0,0,0,0
order_002473,merch_013,704.8527295064403,15,185.25027006207324,461.5064592716523,0,0,0,0.6677641634535244,0.18379348569176548,0,0,0,0
order_002474,merch_009,810.6725045164798,11,79.99149475889304,123.79767373395296,0,0,1,0.8494770034472139,0.2146012049599898,0,0,0,0
order_002475,merch_011,1721.9657111248985,12,82.74618838098968,74.67106304479469,0,1,0,0.8548265550723211,0.3965947635516028,0,0,0,0
order_002476,merch_006,409.158917839841,18,391.7982151071028,228.83693150388274,0,0,0,1.8447083476841493,0.4263558152616994,0,0,0,0
order_002477,merch_002,1703.9057193484523,11,188.08191268351948,542.38347189718,0,1,0,0.9124196982169559,0.47275945282593074,0,0,1,0
order_002478,merch_011,596.8976468369348,15,929.707382796517,29.887346922382303,0,0,0,0.8503708882462168,0.22245585751581884,0,0,0,0
order_002479,merch_016,50.0,22,48.94671206012414,234.65032790338543,0,0,2,1.4883287688792908,0.076844621200177,0,0,0,0
order_002480,merch_002,649.9472172255023,9,396.20143877991444,43.80939822863316,1,0,0,1.5147694444745528,0.030451290555676833,0,0,1,0
order_002481,merch_006,231.52484917279375,16,50.49550631699655,55.33032239284215,0,0,0,0.7887838512043353,0.13457417546882752,0,0,0,0
order_002482,merch_002,207.42524955623264,19,100.9056678965446,22.652715945898763,0,1,1,1.3570653983175438,0.10905966503969161,0,0,0,0
order_002483,merch_014,23349.666677955138,23,10.48886272263496,13.356935022134028,1,1,6,2.0896052204942244,0.5885499549606684,0,1,2,1
order_002484,merch_007,267.0291849208614,9,24.830652953108565,170.74242295650836,0,0,0,0.6484656393487045,0.11609913863251317,0,1,0,0
order_002485,merch_007,982.6507175957244,12,521.195343666783,202.66280196529223,0,1,1,0.8832187118485598,0.11748737713197717,0,0,0,0
order_002486,merch_018,500.57465552832286,12,153.64168327970006,155.74525697002983,0,0,0,0.9859006809143658,0.48622966014012925,0,0,0,0
order_002487,merch_006,366.0900489363598,23,43.879355226315155,62.218260110491336,0,0,1,0.9391975941641463,0.2204360064694794,0,0,1,0
order_002488,merch_007,283.69399773628044,10,272.02551266423177,364.109356881542,0,0,0,0.7378784450624417,0.14469690657991313,0,0,0,0
order_002489,merch_016,50.0,14,56.8678947480899,803.9428627271483,0,0,1,0.943303065614611,0.20048045442204168,0,0,0,0
order_002490,merch_014,195.50285106733563,0,10.303651873113271,0.0,1,0,4,4.704104579456757,0.6143441036143421,1,1,0,0
order_002491,merch_010,419.6592211148838,19,343.93640688932305,407.3287149413667,0,0,0,1.1226408840030002,0.08039016366942033,0,0,1,0
order_002492,merch_009,1080.5647744686066,16,177.80876355701048,276.26318583291066,0,1,1,1.7004048607434037,0.43631709415083153,0,1,0,0
order_002493,merch_014,79.88475944684023,6,441.6152251277707,412.1305070736958,0,0,1,0.3608560221108378,0.1856867674719711,0,0,1,0
order_002494,merch_010,272.4170840529164,15,87.78548605538055,19.133406478854372,0,0,1,1.3824763827444762,0.14594700967677177,0,0,0,0
order_002495,merch_008,206.48699467297342,16,219.04849147859633,305.84836088747267,0,0,1,0.8291289343629445,0.4349549081627149,0,0,0,0
order_002496,merch_007,3325.709579687646,16,132.7422764319445,76.95496074513864,0,0,1,0.7171387957607263,0.286556229370851,0,0,0,0
order_002497,merch_010,572.1733357103151,19,432.8199800735097,64.25498414101267,0,0,5,0.8556870482719103,0.2775129240045983,0,0,0,0
order_002498,merch_013,307.373790036848,15,101.91400768940458,62.23423961045121,0,1,0,0.6963672206999291,0.14496473985073188,0,0,0,0
order_002499,merch_004,1773.1876367120162,7,38.561904510822586,662.7254312364598,0,0,0,1.1413745241959532,0.09925069849948691,0,1,0,0
order_002500,merch_018,654.5544646615598,18,315.3038819080382,479.64934730748337,1,1,1,1.5622249776094663,0.030438564044414945,0,0,0,0
order_002501,merch_004,1962.4912408050523,10,207.96354020691888,24.95785745886723,0,0,0,1.2062017689480318,0.09552382450103228,0,1,0,0
order_002502,merch_006,292.6855867140671,12,112.79466783942829,1146.8243517508079,0,0,1,1.558253805174792,0.0633193396324716,0,1,0,0
order_002503,merch_017,959.825223437601,6,34.63029388845683,14.034616005766765,0,0,1,1.423862303966074,0.13786960665789272,0,0,0,0
order_002504,merch_011,559.7609391496587,8,34.62772672560077,388.39152067528266,0,0,1,0.6045519309980348,0.2550054913458772,0,0,0,0
order_002505,merch_005,978.9443934273984,12,99.64689886035633,2.021727794240782,0,0,1,1.4595847015488939,0.2820843177887556,0,0,1,0
order_002506,merch_003,361.3395191561861,20,65.14750735789808,446.8207994210568,0,0,0,0.6405723830486629,0.4414265316971042,0,0,1,0
order_002507,merch_014,133.92068642808096,12,96.28059492561019,619.6700493573306,0,0,0,0.8534227482879745,0.2722945201318475,0,0,0,0
order_002508,merch_010,1310.663929026656,10,91.24679186481461,519.37512469465,0,0,1,1.7035201664686332,0.05319034629838825,0,0,0,0
order_002509,merch_004,502.74041928797647,17,74.60554304406024,849.5081358396699,0,0,2,1.36513754810919,0.11591473659134993,0,0,0,0
order_002510,merch_006,253.56362353583938,16,238.00288043355414,448.42289266894534,0,0,0,0.6616658638076961,0.17015182276381538,0,1,0,0
order_002511,merch_005,308.5020803247818,9,102.77674260061433,100.61678394639739,0,0,2,0.9818094128476965,0.24906944939669698,0,0,1,0
order_002512,merch_013,2037.3820557355466,22,30.8888940004048,153.10138628959956,0,1,0,0.9315701903615559,0.07328392559033527,0,0,0,0
order_002513,merch_006,348.93770632869,17,31.013579568534233,464.1686158163544,0,0,0,1.0475530213706097,0.23565919396651838,0,0,0,0
order_002514,merch_014,232.67669842930843,16,88.04544809186002,525.2701722076605,0,0,1,1.2360116075481191,0.15051060817800432,0,0,0,0
order_002515,merch_016,282.61541313145483,20,23.532578699020455,1907.602205076916,0,0,2,1.2359909912722218,0.2617897222259575,0,0,0,0
order_002516,merch_009,2136.2366688239904,17,124.44579107666114,61.44732349794824,0,0,0,1.010007916684919,0.04476162507613337,0,0,0,0
order_002517,merch_015,746.4261782104718,13,521.6693459562111,0.0,0,0,0,1.639240632142943,0.20479556263275953,0,0,0,0
order_002518,merch_019,1882.1765983860118,12,10.118367191149844,282.489939936502,0,0,0,1.0080032176848541,0.2715913583614105,0,1,0,0
order_002519,merch_005,2256.1594920341267,14,57.05569621982193,41.027907754869325,0,0,1,0.5647614047804144,0.15041323707532972,0,0,0,0
order_002520,merch_016,850.9207510895549,5,0.0,51.29540399615874,0,0,3,3.5297093523434517,0.7672572900761492,0,1,3,1
order_002521,merch_001,4440.429532938608,18,140.5812153055481,331.97043384238754,0,0,1,0.7938160040444192,0.28180851372307586,0,0,0,0
order_002522,merch_005,988.6653480349953,10,270.42474133440584,450.0732605081723,0,0,0,1.2038618721557237,0.1440677458666813,0,0,0,0
order_002523,merch_018,295.6097756903655,8,239.3377376021605,5.381019555732742,0,1,0,1.2252499681685052,0.09700173727283967,0,0,0,0
order_002524,merch_006,271.2331374991638,14,0.05950973858838893,292.10317393684824,0,0,1,0.8766937848091368,0.2288011673252752,0,1,1,0
order_002525,merch_001,423.01328557823564,14,304.2384505035877,150.55835449263122,0,1,1,1.6665886074392362,0.1266631398266618,0,0,1,0
order_002526,merch_011,108.82683598533833,21,21.356212784955396,791.9733109969126,0,0,0,1.18897313045187,0.24798862068854474,0,0,1,0
order_002527,merch_002,1412.5735699917489,20,21.41715929941109,1508.69728702052,0,0,1,2.431450085384922,0.20969180456773842,0,1,0,0
order_002528,merch_014,1239.9280604799383,9,99.5281800904931,282.660192902641,0,0,0,1.165674300207776,0.1484817060500609,0,0,0,0
order_002529,merch_010,392.569355862315,9,235.79549557646607,322.209538926396,0,0,0,0.6052778072531074,0.19365648864604793,0,0,0,0
order_002530,merch_014,99.95479528188724,23,9.810745963755561,0.0,0,0,7,2.1780484677262115,0.6367861462328201,1,1,1,1
order_002531,merch_019,1285.5002260370732,16,51.84891271807689,304.32218718754507,0,0,0,2.004360310949268,0.023406752690317535,0,0,0,0
order_002532,merch_007,748.8286737351089,9,231.77708378154324,175.76873692800262,0,0,1,0.6135123132660654,0.08287981399959102,0,0,0,0
order_002533,merch_018,362.04275462554403,12,50.00222756018045,510.9163394377117,0,0,1,0.776635628914374,0.20189757585587795,0,0,0,0
order_002534,merch_018,697.0747441905892,16,75.15742829025426,276.8594747132422,0,1,0,0.7909624264276671,0.1058586050966881,1,0,1,0
order_002535,merch_002,3712.636649037598,9,551.7216362128762,719.4466094319808,0,0,0,1.6944088130147612,0.43478501471219455,0,0,1,0
order_002536,merch_001,819.1047387532633,23,93.37717721831717,583.5335739361193,0,0,0,1.018125495296574,0.1814066427520818,1,0,0,0
order_002537,merch_016,728.5036398654468,2,92.19814544331726,302.1244616370163,1,0,0,0.8606087221405307,0.2130515811970942,1,0,0,0
order_002538,merch_006,557.1677849174617,18,132.76119796491213,374.2651627603769,0,0,0,0.9788253898248784,0.1160313263775746,0,0,0,0
order_002539,merch_013,1477.2042101647444,13,14.154915616226763,23.474060690033394,0,0,6,6.646640400693386,0.7863381151936661,1,1,4,1
order_002540,merch_002,778.1596603699843,21,168.00667600218117,148.10909785563487,0,0,2,1.22528633664993,0.3958318810360442,0,1,1,0
order_002541,merch_014,50.0,17,185.5888119816915,791.4100165858691,0,0,0,0.6927519157031122,0.14219491796116687,0,0,1,0
order_002542,merch_010,490.88998340444556,16,169.23778336304866,32.99416034811824,0,0,0,0.8981359503698902,0.38930567479852957,0,0,0,0
order_002543,merch_003,3106.7909681573515,9,389.89008477835483,385.8217171655078,0,1,0,1.9662605323949995,0.04196865781595261,0,0,0,0
order_002544,merch_013,5730.392710968233,19,162.0513930584023,51.17322122369381,0,0,2,1.6924259831850543,0.1515116897869132,0,0,1,0
order_002545,merch_005,561.2448037199489,9,23.410201691443653,276.90377320553307,0,0,0,0.7630032873123928,0.04084624869033568,0,0,0,0
order_002546,merch_014,1118.5714980668668,18,69.84259210667182,279.59761011113153,0,0,1,1.988100789235517,0.19600099516844993,0,0,0,0
order_002547,merch_020,208.54613890631623,12,343.80096137098155,86.51965429918539,0,1,1,1.3270273297782902,0.1749772066925023,0,0,0,0
order_002548,merch_015,89.48508208270434,14,20.400515361884644,288.01046184657844,0,0,1,0.8568585427540052,0.12679639923048563,0,1,2,0
order_002549,merch_002,351.6489027081644,10,38.15705080661583,404.0364338742959,0,0,0,0.35154474151795273,0.4306084966272777,0,0,2,0
order_002550,merch_007,1708.168005444028,10,89.30331926652111,63.18408069974599,0,0,1,2.3298101028778695,0.2817484928268569,0,0,0,0
order_002551,merch_019,50.0,22,5.152540070721379,52.95797944968526,1,0,0,3.1717249022240774,0.7852271693894954,0,0,2,0
order_002552,merch_005,1247.914245905817,12,127.92081414925816,19.58860073587025,0,0,0,1.0734785845743915,0.32961491044977265,0,0,0,0
order_002553,merch_014,1467.4726027302468,14,132.3564993556452,129.96335126515606,0,0,0,1.519394247811844,0.29427848608711,0,0,0,0
order_002554,merch_005,2123.291772526075,6,6.826535982753633,101.40803458352156,0,0,0,1.094440155203126,0.12387800905002272,0,0,0,0
order_002555,merch_014,4367.040794898324,11,416.62522822747866,438.5442236463048,0,0,1,0.9853812747801834,0.018620050841387105,0,0,0,0
order_002556,merch_011,1851.6736643844517,16,191.64433728412473,39.25302241816853,0,0,1,1.2659473836454989,0.29366393633910753,0,0,1,0
order_002557,merch_011,186.46678394829848,9,81.74206963750454,0.0,0,1,0,0.9214048206922244,0.4104637837695897,0,0,0,0
order_002558,merch_002,761.7939854538905,12,340.5069763869872,136.94476348830472,0,0,0,0.8829753508433859,0.37323446175576946,0,0,0,0
order_002559,merch_009,1029.9067514289843,18,293.7105805833476,187.53840161871338,0,0,0,1.0151426428961752,0.20054265655081838,0,0,0,0
order_002560,merch_015,3048.605009523572,9,190.13389865763853,415.9192039218193,0,0,0,0.9361026211041025,0.2021999685186766,0,0,0,0
